TRANSACTIONTYPE;"NUM POLICE

4036";CODE GARANTIE;TYPE GARANTIE
G;000000000521198;RTI;RECOURS TIERS INCENDIE
G;000000000521198;VOL;VOL
G;000000000521198;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000521198;CAS;CONTRE ASSURANCE SPECIALE
G;000000000521198;CP;COUT DE POLICE
G;000000000521198;INC;INCENDIE
G;000000000521198;PIDC;PACKAGE IND CONDUCTEUR
G;000000000521198;RC;RESPONSABILITE CIVILE
G;000000000521198;RTI;RECOURS TIERS INCENDIE
G;000000000521198;VOL;VOL
G;000000000521428;BG;BRIS DE GLACE
G;000000000521428;CAS;CONTRE ASSURANCE SPECIALE
G;000000000521428;CP;COUT DE POLICE
G;000000000521428;INC;INCENDIE
G;000000000521428;RC;RESPONSABILITE CIVILE
G;000000000521428;RTI;RECOURS TIERS INCENDIE
G;000000000521428;VOL;VOL
G;000000000521458;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000521458;BG;BRIS DE GLACE
G;000000000521458;CAS;CONTRE ASSURANCE SPECIALE
G;000000000521458;CP;COUT DE POLICE
G;000000000521458;INC;INCENDIE
G;000000000521458;PIDC;PACKAGE IND CONDUCTEUR
G;000000000521458;RC;RESPONSABILITE CIVILE
G;000000000521458;RTI;RECOURS TIERS INCENDIE
G;000000000521458;VOL;VOL
G;000000000521714;CAS;CONTRE ASSURANCE SPECIALE
G;000000000521714;CP;COUT DE POLICE
G;000000000521714;INC;INCENDIE
G;000000000521714;PIDC;PACKAGE IND CONDUCTEUR
G;000000000521714;PIPT;PACKAGE IPT
G;000000000521714;RC;RESPONSABILITE CIVILE
G;000000000521714;RTI;RECOURS TIERS INCENDIE
G;000000000521714;VOL;VOL
G;000000000521714;CAS;CONTRE ASSURANCE SPECIALE
G;000000000521714;CP;COUT DE POLICE
G;000000000521714;INC;INCENDIE
G;000000000521714;PIDC;PACKAGE IND CONDUCTEUR
G;000000000521714;PIPT;PACKAGE IPT
G;000000000521714;RC;RESPONSABILITE CIVILE
G;000000000521714;RTI;RECOURS TIERS INCENDIE
G;000000000521714;VOL;VOL
G;000000000522463;AAA;PRISE EN CHARGE
G;000000000522463;ASS;ASS GOLD ET CARGLASS 60
G;000000000522463;BG;BRIS DE GLACE
G;000000000522463;CAS;CONTRE ASSURANCE SPECIALE
G;000000000522463;CP;COUT DE POLICE
G;000000000522463;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000522463;EXI;EXTENSION INCENDIE
G;000000000522463;INC;INCENDIE
G;000000000522463;RC;RESPONSABILITE CIVILE
G;000000000522463;RTI;RECOURS TIERS INCENDIE
G;000000000522463;TR;GARANTIE TIERCE
G;000000000522463;VOL;VOL
G;000000000522751;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000522751;CAS;CONTRE ASSURANCE SPECIALE
G;000000000522751;CP;COUT DE POLICE
G;000000000522751;INC;INCENDIE
G;000000000522751;PIDC;PACKAGE IND CONDUCTEUR
G;000000000522751;PIPT;PACKAGE IPT
G;000000000522751;RC;RESPONSABILITE CIVILE
G;000000000522751;RTI;RECOURS TIERS INCENDIE
G;000000000522751;VOL;VOL
G;000000000522822;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000522822;BG;BRIS DE GLACE
G;000000000522822;CAS;CONTRE ASSURANCE SPECIALE
G;000000000522822;CP;COUT DE POLICE
G;000000000522822;DOC;DOMMAGES AVEC COLLISION
G;000000000522822;INC;INCENDIE
G;000000000522822;RC;RESPONSABILITE CIVILE
G;000000000522822;RTI;RECOURS TIERS INCENDIE
G;000000000522822;VOL;VOL
G;000000000522843;CAS;CONTRE ASSURANCE SPECIALE
G;000000000522843;CP;COUT DE POLICE
G;000000000522843;INC;INCENDIE
G;000000000522843;PIDC;PACKAGE IND CONDUCTEUR
G;000000000522843;RC;RESPONSABILITE CIVILE
G;000000000522843;RTI;RECOURS TIERS INCENDIE
G;000000000522843;VOL;VOL
G;000000000523081;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000523081;BG;BRIS DE GLACE
G;000000000523081;CAS;CONTRE ASSURANCE SPECIALE
G;000000000523081;CP;COUT DE POLICE
G;000000000523081;INC;INCENDIE
G;000000000523081;RC;RESPONSABILITE CIVILE
G;000000000523081;RTI;RECOURS TIERS INCENDIE
G;000000000523081;TR;GARANTIE TIERCE
G;000000000523081;VOL;VOL
G;000000000523126;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000523126;BG;BRIS DE GLACE
G;000000000523126;CAS;CONTRE ASSURANCE SPECIALE
G;000000000523126;CP;COUT DE POLICE
G;000000000523126;INC;INCENDIE
G;000000000523126;RC;RESPONSABILITE CIVILE
G;000000000523126;RTI;RECOURS TIERS INCENDIE
G;000000000523126;VOL;VOL
G;000000000523318;AAA;PRISE EN CHARGE
G;000000000523318;CAS;CONTRE ASSURANCE SPECIALE
G;000000000523318;CP;COUT DE POLICE
G;000000000523318;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000523318;EXI;EXTENSION INCENDIE
G;000000000523318;INC;INCENDIE
G;000000000523318;RC;RESPONSABILITE CIVILE
G;000000000523318;RTI;RECOURS TIERS INCENDIE
G;000000000523318;VOL;VOL
G;000000000523558;CAS;CONTRE ASSURANCE SPECIALE
G;000000000523558;CP;COUT DE POLICE
G;000000000523558;INC;INCENDIE
G;000000000523558;RC;RESPONSABILITE CIVILE
G;000000000523558;RTI;RECOURS TIERS INCENDIE
G;000000000523558;TR;GARANTIE TIERCE
G;000000000523558;VOL;VOL
G;000000000523707;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000523707;BG;BRIS DE GLACE
G;000000000523707;CAS;CONTRE ASSURANCE SPECIALE
G;000000000523707;CP;COUT DE POLICE
G;000000000523707;INC;INCENDIE
G;000000000523707;RC;RESPONSABILITE CIVILE
G;000000000523707;RTI;RECOURS TIERS INCENDIE
G;000000000523707;VOL;VOL
G;000000000523748;BG;BRIS DE GLACE
G;000000000523748;CAS;CONTRE ASSURANCE SPECIALE
G;000000000523748;CP;COUT DE POLICE
G;000000000523748;INC;INCENDIE
G;000000000523748;RC;RESPONSABILITE CIVILE
G;000000000523748;RTI;RECOURS TIERS INCENDIE
G;000000000523748;VOL;VOL
G;000000000523916;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000523916;BG;BRIS DE GLACE
G;000000000523916;CAS;CONTRE ASSURANCE SPECIALE
G;000000000523916;CP;COUT DE POLICE
G;000000000523916;DOC;DOMMAGES AVEC COLLISION
G;000000000523916;INC;INCENDIE
G;000000000523916;PIDC;PACKAGE IND CONDUCTEUR
G;000000000523916;RC;RESPONSABILITE CIVILE
G;000000000523916;RTI;RECOURS TIERS INCENDIE
G;000000000523916;VOL;VOL
G;000000000524311;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000524311;BG;BRIS DE GLACE
G;000000000524311;CAS;CONTRE ASSURANCE SPECIALE
G;000000000524311;CP;COUT DE POLICE
G;000000000524311;INC;INCENDIE
G;000000000524311;RC;RESPONSABILITE CIVILE
G;000000000524311;RTI;RECOURS TIERS INCENDIE
G;000000000524311;VOL;VOL
G;000000000524541;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000524541;CAS;CONTRE ASSURANCE SPECIALE
G;000000000524541;CP;COUT DE POLICE
G;000000000524541;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000524541;INC;INCENDIE
G;000000000524541;RC;RESPONSABILITE CIVILE
G;000000000524541;RTI;RECOURS TIERS INCENDIE
G;000000000524541;TR;GARANTIE TIERCE
G;000000000524541;VOL;VOL
G;000000000524541;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000524541;CAS;CONTRE ASSURANCE SPECIALE
G;000000000524541;CP;COUT DE POLICE
G;000000000524541;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000524541;INC;INCENDIE
G;000000000524541;RC;RESPONSABILITE CIVILE
G;000000000524541;RTI;RECOURS TIERS INCENDIE
G;000000000524541;TR;GARANTIE TIERCE
G;000000000524541;VOL;VOL
G;000000000524541;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000524541;CAS;CONTRE ASSURANCE SPECIALE
G;000000000524541;CP;COUT DE POLICE
G;000000000524541;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000524541;INC;INCENDIE
G;000000000524541;RC;RESPONSABILITE CIVILE
G;000000000524541;RTI;RECOURS TIERS INCENDIE
G;000000000524541;TR;GARANTIE TIERCE
G;000000000524541;VOL;VOL
G;000000000524541;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000524541;CAS;CONTRE ASSURANCE SPECIALE
G;000000000524541;CP;COUT DE POLICE
G;000000000524541;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000524541;INC;INCENDIE
G;000000000524541;RC;RESPONSABILITE CIVILE
G;000000000524541;RTI;RECOURS TIERS INCENDIE
G;000000000524541;TR;GARANTIE TIERCE
G;000000000524541;VOL;VOL
G;000000000524541;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000524541;CAS;CONTRE ASSURANCE SPECIALE
G;000000000524541;CP;COUT DE POLICE
G;000000000524541;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000524541;INC;INCENDIE
G;000000000524541;RC;RESPONSABILITE CIVILE
G;000000000524541;RTI;RECOURS TIERS INCENDIE
G;000000000524541;TR;GARANTIE TIERCE
G;000000000524541;VOL;VOL
G;000000000524944;AAA;PRISE EN CHARGE
G;000000000524944;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000524944;CAS;CONTRE ASSURANCE SPECIALE
G;000000000524944;CP;COUT DE POLICE
G;000000000524944;DOC;DOMMAGES AVEC COLLISION
G;000000000524944;INC;INCENDIE
G;000000000524944;RC;RESPONSABILITE CIVILE
G;000000000524944;RTI;RECOURS TIERS INCENDIE
G;000000000524944;VOL;VOL
G;000000000524948;AAA;PRISE EN CHARGE
G;000000000524948;ASS;ASS GOLD ET CARGLASS 60
G;000000000524948;BG;BRIS DE GLACE
G;000000000524948;CAS;CONTRE ASSURANCE SPECIALE
G;000000000524948;CP;COUT DE POLICE
G;000000000524948;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000524948;EXI;EXTENSION INCENDIE
G;000000000524948;INC;INCENDIE
G;000000000524948;PIPT;PACKAGE IPT
G;000000000524948;RC;RESPONSABILITE CIVILE
G;000000000524948;RTI;RECOURS TIERS INCENDIE
G;000000000524948;VOL;VOL
G;000000000525185;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000525185;CAS;CONTRE ASSURANCE SPECIALE
G;000000000525185;CP;COUT DE POLICE
G;000000000525185;INC;INCENDIE
G;000000000525185;RC;RESPONSABILITE CIVILE
G;000000000525185;RTI;RECOURS TIERS INCENDIE
G;000000000525185;TR;GARANTIE TIERCE
G;000000000525185;VOL;VOL
G;000000000525558;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000525558;CAS;CONTRE ASSURANCE SPECIALE
G;000000000525558;CP;COUT DE POLICE
G;000000000525558;DOC;DOMMAGES AVEC COLLISION
G;000000000525558;INC;INCENDIE
G;000000000525558;RC;RESPONSABILITE CIVILE
G;000000000525558;RTI;RECOURS TIERS INCENDIE
G;000000000525558;VOL;VOL
G;000000000525610;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000525610;BG;BRIS DE GLACE
G;000000000525610;CAS;CONTRE ASSURANCE SPECIALE
G;000000000525610;CP;COUT DE POLICE
G;000000000525610;DOC;DOMMAGES AVEC COLLISION
G;000000000525610;INC;INCENDIE
G;000000000525610;PIPT;PACKAGE IPT
G;000000000525610;RC;RESPONSABILITE CIVILE
G;000000000525610;RTI;RECOURS TIERS INCENDIE
G;000000000525610;VOL;VOL
G;000000000525931;AAA;PRISE EN CHARGE
G;000000000525931;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000525931;BG;BRIS DE GLACE
G;000000000525931;CAS;CONTRE ASSURANCE SPECIALE
G;000000000525931;CP;COUT DE POLICE
G;000000000525931;DOC;DOMMAGES AVEC COLLISION
G;000000000525931;INC;INCENDIE
G;000000000525931;RC;RESPONSABILITE CIVILE
G;000000000525931;RTI;RECOURS TIERS INCENDIE
G;000000000525931;VOL;VOL
G;000000000526130;AAA;PRISE EN CHARGE
G;000000000526130;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000526130;CAS;CONTRE ASSURANCE SPECIALE
G;000000000526130;CP;COUT DE POLICE
G;000000000526130;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000526130;EXI;EXTENSION INCENDIE
G;000000000526130;INC;INCENDIE
G;000000000526130;RC;RESPONSABILITE CIVILE
G;000000000526130;RTI;RECOURS TIERS INCENDIE
G;000000000526130;TR;GARANTIE TIERCE
G;000000000526130;VOL;VOL
G;000000000526320;AAA;PRISE EN CHARGE
G;000000000526320;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000526320;BG;BRIS DE GLACE
G;000000000526320;CAS;CONTRE ASSURANCE SPECIALE
G;000000000526320;CP;COUT DE POLICE
G;000000000526320;DOC;DOMMAGES AVEC COLLISION
G;000000000526320;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000526320;EXI;EXTENSION INCENDIE
G;000000000526320;INC;INCENDIE
G;000000000526320;PIDC;PACKAGE IND CONDUCTEUR
G;000000000526320;PIPT;PACKAGE IPT
G;000000000526320;RC;RESPONSABILITE CIVILE
G;000000000526320;RTI;RECOURS TIERS INCENDIE
G;000000000526320;VOL;VOL
G;000000000526320;AAA;PRISE EN CHARGE
G;000000000526320;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000526320;BG;BRIS DE GLACE
G;000000000526320;CAS;CONTRE ASSURANCE SPECIALE
G;000000000526320;CP;COUT DE POLICE
G;000000000526320;DOC;DOMMAGES AVEC COLLISION
G;000000000526320;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000526320;EXI;EXTENSION INCENDIE
G;000000000526320;INC;INCENDIE
G;000000000526320;PIDC;PACKAGE IND CONDUCTEUR
G;000000000526320;PIPT;PACKAGE IPT
G;000000000526320;RC;RESPONSABILITE CIVILE
G;000000000526320;RTI;RECOURS TIERS INCENDIE
G;000000000526320;VOL;VOL
G;000000000526320;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000526320;BG;BRIS DE GLACE
G;000000000526320;CAS;CONTRE ASSURANCE SPECIALE
G;000000000526320;CP;COUT DE POLICE
G;000000000526320;DOC;DOMMAGES AVEC COLLISION
G;000000000526320;INC;INCENDIE
G;000000000526320;PIDC;PACKAGE IND CONDUCTEUR
G;000000000526320;PIPT;PACKAGE IPT
G;000000000526320;RC;RESPONSABILITE CIVILE
G;000000000526320;RTI;RECOURS TIERS INCENDIE
G;000000000526320;VOL;VOL
G;000000000526320;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000526320;BG;BRIS DE GLACE
G;000000000526320;CAS;CONTRE ASSURANCE SPECIALE
G;000000000526320;CP;COUT DE POLICE
G;000000000526320;DOC;DOMMAGES AVEC COLLISION
G;000000000526320;INC;INCENDIE
G;000000000526320;RC;RESPONSABILITE CIVILE
G;000000000526320;RTI;RECOURS TIERS INCENDIE
G;000000000526320;VOL;VOL
G;000000000526320;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000526320;BG;BRIS DE GLACE
G;000000000526320;CAS;CONTRE ASSURANCE SPECIALE
G;000000000526320;CP;COUT DE POLICE
G;000000000526320;DOC;DOMMAGES AVEC COLLISION
G;000000000526320;INC;INCENDIE
G;000000000526320;RC;RESPONSABILITE CIVILE
G;000000000526320;RTI;RECOURS TIERS INCENDIE
G;000000000526320;VOL;VOL
G;000000000526320;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000526320;BG;BRIS DE GLACE
G;000000000526320;CAS;CONTRE ASSURANCE SPECIALE
G;000000000526320;CP;COUT DE POLICE
G;000000000526320;DOC;DOMMAGES AVEC COLLISION
G;000000000526320;INC;INCENDIE
G;000000000526320;RC;RESPONSABILITE CIVILE
G;000000000526320;RTI;RECOURS TIERS INCENDIE
G;000000000526320;VOL;VOL
G;000000000526442;CAS;CONTRE ASSURANCE SPECIALE
G;000000000526442;CP;COUT DE POLICE
G;000000000526442;INC;INCENDIE
G;000000000526442;RC;RESPONSABILITE CIVILE
G;000000000526442;RTI;RECOURS TIERS INCENDIE
G;000000000526442;VOL;VOL
G;000000000527115;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000527115;BG;BRIS DE GLACE
G;000000000527115;CAS;CONTRE ASSURANCE SPECIALE
G;000000000527115;CP;COUT DE POLICE
G;000000000527115;INC;INCENDIE
G;000000000527115;RC;RESPONSABILITE CIVILE
G;000000000527115;RTI;RECOURS TIERS INCENDIE
G;000000000527115;TR;GARANTIE TIERCE
G;000000000527115;VAC;VOL ACCESSOIRES
G;000000000527115;VOL;VOL
G;000000000527180;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000527180;CAS;CONTRE ASSURANCE SPECIALE
G;000000000527180;CP;COUT DE POLICE
G;000000000527180;INC;INCENDIE
G;000000000527180;RC;RESPONSABILITE CIVILE
G;000000000527180;RTI;RECOURS TIERS INCENDIE
G;000000000527180;VOL;VOL
G;000000000527245;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000527245;CAS;CONTRE ASSURANCE SPECIALE
G;000000000527245;CP;COUT DE POLICE
G;000000000527245;INC;INCENDIE
G;000000000527245;RC;RESPONSABILITE CIVILE
G;000000000527245;RTI;RECOURS TIERS INCENDIE
G;000000000527245;VOL;VOL
G;000000000527277;CAS;CONTRE ASSURANCE SPECIALE
G;000000000527277;CP;COUT DE POLICE
G;000000000527277;INC;INCENDIE
G;000000000527277;RC;RESPONSABILITE CIVILE
G;000000000527277;RTI;RECOURS TIERS INCENDIE
G;000000000527277;VOL;VOL
G;000000000527419;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000527419;BG;BRIS DE GLACE
G;000000000527419;CAS;CONTRE ASSURANCE SPECIALE
G;000000000527419;CP;COUT DE POLICE
G;000000000527419;DOC;DOMMAGES AVEC COLLISION
G;000000000527419;INC;INCENDIE
G;000000000527419;RC;RESPONSABILITE CIVILE
G;000000000527419;RTI;RECOURS TIERS INCENDIE
G;000000000527419;VOL;VOL
G;000000000527428;AAA;PRISE EN CHARGE
G;000000000527428;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000527428;BG;BRIS DE GLACE
G;000000000527428;CAS;CONTRE ASSURANCE SPECIALE
G;000000000527428;CP;COUT DE POLICE
G;000000000527428;DOC;DOMMAGES AVEC COLLISION
G;000000000527428;INC;INCENDIE
G;000000000527428;PIDC;PACKAGE IND CONDUCTEUR
G;000000000527428;PIPT;PACKAGE IPT
G;000000000527428;RC;RESPONSABILITE CIVILE
G;000000000527428;RTI;RECOURS TIERS INCENDIE
G;000000000527428;VOL;VOL
G;000000000527430;ASS;ASS GOLD ET CARGLASS 60
G;000000000527430;CAS;CONTRE ASSURANCE SPECIALE
G;000000000527430;CP;COUT DE POLICE
G;000000000527430;INC;INCENDIE
G;000000000527430;PIPT;PACKAGE IPT
G;000000000527430;RC;RESPONSABILITE CIVILE
G;000000000527430;RTI;RECOURS TIERS INCENDIE
G;000000000527430;TR;GARANTIE TIERCE
G;000000000527430;VOL;VOL
G;000000000527554;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000527554;BG;BRIS DE GLACE
G;000000000527554;CAS;CONTRE ASSURANCE SPECIALE
G;000000000527554;CP;COUT DE POLICE
G;000000000527554;DOC;DOMMAGES AVEC COLLISION
G;000000000527554;INC;INCENDIE
G;000000000527554;PIDC;PACKAGE IND CONDUCTEUR
G;000000000527554;RC;RESPONSABILITE CIVILE
G;000000000527554;RTI;RECOURS TIERS INCENDIE
G;000000000527554;VOL;VOL
G;000000000527665;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000527665;BG;BRIS DE GLACE
G;000000000527665;CAS;CONTRE ASSURANCE SPECIALE
G;000000000527665;CP;COUT DE POLICE
G;000000000527665;INC;INCENDIE
G;000000000527665;RC;RESPONSABILITE CIVILE
G;000000000527665;RTI;RECOURS TIERS INCENDIE
G;000000000527665;VOL;VOL
G;000000000527817;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000527817;BG;BRIS DE GLACE
G;000000000527817;CAS;CONTRE ASSURANCE SPECIALE
G;000000000527817;CP;COUT DE POLICE
G;000000000527817;INC;INCENDIE
G;000000000527817;RC;RESPONSABILITE CIVILE
G;000000000527817;RTI;RECOURS TIERS INCENDIE
G;000000000527817;TR;GARANTIE TIERCE
G;000000000527817;VOL;VOL
G;000000000528152;CAS;CONTRE ASSURANCE SPECIALE
G;000000000528152;CP;COUT DE POLICE
G;000000000528152;INC;INCENDIE
G;000000000528152;RC;RESPONSABILITE CIVILE
G;000000000528152;RTI;RECOURS TIERS INCENDIE
G;000000000528152;VOL;VOL
G;000000000528171;CAS;CONTRE ASSURANCE SPECIALE
G;000000000528171;CP;COUT DE POLICE
G;000000000528171;INC;INCENDIE
G;000000000528171;RC;RESPONSABILITE CIVILE
G;000000000528171;RTI;RECOURS TIERS INCENDIE
G;000000000528171;VOL;VOL
G;000000000528223;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000528223;BG;BRIS DE GLACE
G;000000000528223;CAS;CONTRE ASSURANCE SPECIALE
G;000000000528223;CP;COUT DE POLICE
G;000000000528223;INC;INCENDIE
G;000000000528223;RC;RESPONSABILITE CIVILE
G;000000000528223;RTI;RECOURS TIERS INCENDIE
G;000000000528223;VOL;VOL
G;000000000528335;BG;BRIS DE GLACE
G;000000000528335;CAS;CONTRE ASSURANCE SPECIALE
G;000000000528335;CP;COUT DE POLICE
G;000000000528335;INC;INCENDIE
G;000000000528335;RC;RESPONSABILITE CIVILE
G;000000000528335;RTI;RECOURS TIERS INCENDIE
G;000000000528335;VOL;VOL
G;000000000528414;AAA;PRISE EN CHARGE
G;000000000528414;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000528414;CAS;CONTRE ASSURANCE SPECIALE
G;000000000528414;CP;COUT DE POLICE
G;000000000528414;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000528414;EXI;EXTENSION INCENDIE
G;000000000528414;INC;INCENDIE
G;000000000528414;PIDC;PACKAGE IND CONDUCTEUR
G;000000000528414;PIPT;PACKAGE IPT
G;000000000528414;RC;RESPONSABILITE CIVILE
G;000000000528414;RTI;RECOURS TIERS INCENDIE
G;000000000528414;TR;GARANTIE TIERCE
G;000000000528414;VOL;VOL
G;000000000528496;CAS;CONTRE ASSURANCE SPECIALE
G;000000000528496;CP;COUT DE POLICE
G;000000000528496;INC;INCENDIE
G;000000000528496;RC;RESPONSABILITE CIVILE
G;000000000528496;RTI;RECOURS TIERS INCENDIE
G;000000000528496;VOL;VOL
G;000000000528590;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000528590;BG;BRIS DE GLACE
G;000000000528590;CAS;CONTRE ASSURANCE SPECIALE
G;000000000528590;CP;COUT DE POLICE
G;000000000528590;INC;INCENDIE
G;000000000528590;PIDC;PACKAGE IND CONDUCTEUR
G;000000000528590;RC;RESPONSABILITE CIVILE
G;000000000528590;RTI;RECOURS TIERS INCENDIE
G;000000000528590;VOL;VOL
G;000000000528819;ASS;ASS GOLD ET CARGLASS 60
G;000000000528819;BG;BRIS DE GLACE
G;000000000528819;CAS;CONTRE ASSURANCE SPECIALE
G;000000000528819;CP;COUT DE POLICE
G;000000000528819;INC;INCENDIE
G;000000000528819;RC;RESPONSABILITE CIVILE
G;000000000528819;RTI;RECOURS TIERS INCENDIE
G;000000000528819;VOL;VOL
G;000000000528819;ASS;ASS GOLD ET CARGLASS 60
G;000000000528819;BG;BRIS DE GLACE
G;000000000528819;CAS;CONTRE ASSURANCE SPECIALE
G;000000000528819;CP;COUT DE POLICE
G;000000000528819;INC;INCENDIE
G;000000000528819;RC;RESPONSABILITE CIVILE
G;000000000528819;RTI;RECOURS TIERS INCENDIE
G;000000000528819;VOL;VOL
G;000000000529031;CAS;CONTRE ASSURANCE SPECIALE
G;000000000529031;CP;COUT DE POLICE
G;000000000529031;INC;INCENDIE
G;000000000529031;RC;RESPONSABILITE CIVILE
G;000000000529031;RTI;RECOURS TIERS INCENDIE
G;000000000529031;VOL;VOL
G;000000000529288;CAS;CONTRE ASSURANCE SPECIALE
G;000000000529288;CP;COUT DE POLICE
G;000000000529288;INC;INCENDIE
G;000000000529288;PIDC;PACKAGE IND CONDUCTEUR
G;000000000529288;RC;RESPONSABILITE CIVILE
G;000000000529288;RTI;RECOURS TIERS INCENDIE
G;000000000529288;TR;GARANTIE TIERCE
G;000000000529288;VOL;VOL
G;000000000529288;CAS;CONTRE ASSURANCE SPECIALE
G;000000000529288;CP;COUT DE POLICE
G;000000000529288;INC;INCENDIE
G;000000000529288;RC;RESPONSABILITE CIVILE
G;000000000529288;RTI;RECOURS TIERS INCENDIE
G;000000000529288;TR;GARANTIE TIERCE
G;000000000529288;VOL;VOL
G;000000000530000;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000530000;BG;BRIS DE GLACE
G;000000000530000;CAS;CONTRE ASSURANCE SPECIALE
G;000000000530000;CP;COUT DE POLICE
G;000000000530000;INC;INCENDIE
G;000000000530000;RC;RESPONSABILITE CIVILE
G;000000000530000;RTI;RECOURS TIERS INCENDIE
G;000000000530000;VOL;VOL
G;000000000530000;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000530000;BG;BRIS DE GLACE
G;000000000530000;CAS;CONTRE ASSURANCE SPECIALE
G;000000000530000;CP;COUT DE POLICE
G;000000000530000;INC;INCENDIE
G;000000000530000;RC;RESPONSABILITE CIVILE
G;000000000530000;RTI;RECOURS TIERS INCENDIE
G;000000000530000;VOL;VOL
G;000000000530793;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000530793;CAS;CONTRE ASSURANCE SPECIALE
G;000000000530793;CP;COUT DE POLICE
G;000000000530793;INC;INCENDIE
G;000000000530793;RC;RESPONSABILITE CIVILE
G;000000000530793;RTI;RECOURS TIERS INCENDIE
G;000000000530793;TR;GARANTIE TIERCE
G;000000000530793;VOL;VOL
G;000000000530996;AAA;PRISE EN CHARGE
G;000000000530996;CAS;CONTRE ASSURANCE SPECIALE
G;000000000530996;CP;COUT DE POLICE
G;000000000530996;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000530996;EXI;EXTENSION INCENDIE
G;000000000530996;INC;INCENDIE
G;000000000530996;PIPT;PACKAGE IPT
G;000000000530996;RC;RESPONSABILITE CIVILE
G;000000000530996;RTI;RECOURS TIERS INCENDIE
G;000000000530996;VOL;VOL
G;000000000531026;AAA;PRISE EN CHARGE
G;000000000531026;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000531026;BG;BRIS DE GLACE
G;000000000531026;CAS;CONTRE ASSURANCE SPECIALE
G;000000000531026;CP;COUT DE POLICE
G;000000000531026;DOC;DOMMAGES AVEC COLLISION
G;000000000531026;INC;INCENDIE
G;000000000531026;PIPT;PACKAGE IPT
G;000000000531026;RC;RESPONSABILITE CIVILE
G;000000000531026;RTI;RECOURS TIERS INCENDIE
G;000000000531026;VOL;VOL
G;000000000531078;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000531078;BG;BRIS DE GLACE
G;000000000531078;CAS;CONTRE ASSURANCE SPECIALE
G;000000000531078;CP;COUT DE POLICE
G;000000000531078;INC;INCENDIE
G;000000000531078;PIPT;PACKAGE IPT
G;000000000531078;RC;RESPONSABILITE CIVILE
G;000000000531078;RTI;RECOURS TIERS INCENDIE
G;000000000531078;VOL;VOL
